Year,GDP billions £,"Real GDP, billions 2008 £",Population millions £,"Public Net Debt, GDP %",,Interest Rate %,,"Payments Balance, GDP %","Gov Spending, GDP %",,GDP (per capita) £,Real GDP (per capita) 2008 £,"Public Net Debt, millions £",Inflation (CPI) %,Unemployment %,"Tax Revenue, billions £","Tax Revenue, GDP %","Income Tax Rate, avg %"
1913,2.42,218.23,44.868,25.83,a,2.51,a,0.03,14.97,a,53.93599002,4780.6,0.625086,-0.4,3.6,0.28,11.57,
1914,2.451,222.604,44.604,25.3,a,2.43,a,0.03,15.61,a,54.95022868,4834.08,0.620103,-0.3,4.2,0.29,11.96,
1915,2.943,234.636,44.342,36.59,a,2.14,a,0.03,25.72,a,66.37048397,5063.37,1.0768437,12.5,1.2,0.32,11.03,
1916,3.434,237.307,44.081,61.36,a,2.98,a,0.02,50.85,a,77.90204396,5101.85,2.1071024,18.1,0.6,0.44,12.71,
1917,4.276,235.858,43.822,93.25,a,3.98,a,0.02,55.7,a,97.57655972,5059.8,3.98737,25.2,0.7,0.67,15.69,
1918,5.108,240.391,43.564,114.52,a,4.56,a,0.02,56.64,a,117.2527775,5161.37,5.8496816,22,0.8,0.81,15.84,
1919,5.484,221.514,43.308,135.2,a,5.7,a,0.01,51.17,a,126.6278748,4760.26,7.414368,10.1,6,1,18.29,
1920,5.975,199.807,43.053,130.7,a,6.27,a,1.68,33.22,a,138.782431,4570.35,7.809325,15.4,3.9,1.49,24.89,
1921,4.907,180.404,44.072,154,a,7.94,a,2.25,34.05,a,111.3405337,4093.38,7.55678,-8.6,16.9,1.63,33.24,
1922,4.458,189.982,44.268,171.33,a,8.56,a,2.15,36.39,a,100.704798,4281.57,7.6378914,-14,14.3,1.35,30.3,
1923,4.254,195.61,44.465,181.68,a,9.17,a,1.94,30.16,a,95.67075228,4386.27,7.7286672,-6,11.7,1.12,26.43,
1924,4.366,204.842,44.663,174.7,a,8.61,a,1.64,27.21,a,97.75429326,4560.67,7.627402,-0.7,10.3,1.04,23.71,
1925,4.508,212.051,44.862,168.25,a,8.5,a,1.59,27.17,a,100.4859346,4706.07,7.58471,0.3,11.3,1,22.11,
1926,4.349,205.435,45.062,173.51,a,8.89,a,1.62,29.89,a,96.51147308,4541.81,7.5459499,-0.8,12.5,1.02,23.44,
1927,4.599,221.234,45.263,164,a,8.77,a,1.43,29.56,a,101.6061684,4874.17,7.54236,-2.4,9.7,1.03,22.32,
1928,4.599,223.209,45.464,163.41,a,8.88,a,1.35,29.17,a,101.1569594,4897.29,7.5152259,-0.3,10.8,1.07,23.36,
1929,4.692,229.578,45.667,159.59,a,8.8,a,1.25,28.23,a,102.7437756,5026.66,7.4879628,-0.9,10.4,1.08,23.01,
1930,4.615,227.751,45.87,161.58,a,8.96,a,1.22,29.38,a,100.6104208,4965.57,7.456917,-2.8,16,1.05,22.73,
1931,4.316,217.185,46.074,171.49,a,9.41,a,1.27,32.06,a,93.67539176,4713.84,7.4015084,-4.3,21.3,1.09,25.23,
1932,4.223,217.333,46.284,175.76,a,9.6,a,1.23,33.08,a,91.24103362,4690.48,7.4223448,-2.6,22.1,1.08,25.61,
1933,4.298,224.245,46.495,177.57,a,9.38,a,1.15,31.93,a,92.44004732,4820.41,7.6319586,-2.1,19.9,1.05,24.51,
1934,4.517,237.625,46.706,172.91,a,7.72,a,1.08,29.21,a,96.7113433,5092.04,7.8103447,0,16.7,1.05,23.24,
1935,4.72,246.413,46.919,165.01,a,7.09,a,0.99,28.56,a,100.5989045,5257.6,7.788472,0.7,15.5,1.07,22.71,
1936,4.987,258.164,47.133,156.08,a,6.7,a,0.92,28.65,a,105.8069718,5483.4,7.7837096,0.7,13.1,1.09,21.96,
1937,5.334,267.199,47.348,145.95,a,6.3,a,0.84,28.62,a,112.6552336,5650.34,7.784973,3.4,10.8,1.16,21.79,
1938,5.502,269.272,47.563,145.65,a,6.28,a,0.8,28.87,a,115.6781532,5669.61,8.013663,1.6,12.9,1.22,22.22,
1939,5.918,281.122,47.78,137.71,a,5.95,a,0.72,29.14,a,123.8593554,5857.8,8.1496778,2.8,9.3,1.29,21.74,
1940,7.183,309.016,47.997,109.97,a,5.06,a,0.58,29.71,a,149.6551868,6407.67,7.8991451,16.8,6,1.43,19.97,
1941,8.654,335.924,48.216,119.79,a,4.29,a,0.48,54.08,a,179.4839887,6967.06,10.3666266,10.8,2.2,1.81,20.87,
1942,9.482,341.947,48.42,137.54,a,4.39,a,0.43,59.8,a,195.8281702,7065.03,13.0415428,7.1,0.8,2.49,26.3,
1943,10.093,347.822,48.624,156.77,a,4.65,a,0.4,64.37,a,207.5723922,7129.12,15.8227961,3.4,0.6,3.25,32.2,
1944,10.18,332.517,48.829,182.34,a,5.14,a,0.39,65.45,a,208.482664,6783.85,18.562212,2.7,0.6,3.48,34.22,
1945,9.908,317.311,49.035,215.64,a,5.77,a,0.4,70.34,a,202.0597532,6451.77,21.3656112,2.8,1.3,3.7,37.33,
1946,9.968,309.51,49.242,237.12,a,6.06,a,0.42,64.81,a,202.4288209,6324.41,23.6361216,3.1,2.5,3.77,37.82,
1947,10.772,305.56,49.45,237.94,a,5.84,a,0.9,49.06,a,217.8361982,6199.24,25.6308968,7,3.1,3.77,35.01,
1948,11.974,314.496,49.659,213.97,a,5.39,a,2.96,39.21,a,241.1244689,6323.82,25.6207678,7.7,1.8,4.06,33.87,
1949,12.726,324.95,49.868,197.77,a,4.83,a,2.88,36,a,255.1937114,6495.36,25.1682102,2.8,1.6,5.01,39.38,
1950,13.308,335.288,50.079,193.89,a,4.71,a,2.79,35.89,a,265.7401306,6668.42,25.8028812,3.1,1.6,5.38,40.41,
1951,14.784,344.425,50.29,175.34,a,4.01,a,1.98,38.01,a,293.9749453,6848.91,25.9222656,9.1,1.3,5.57,37.69,
1952,15.983,344.614,50.536,161.99,a,4.09,a,2.12,39.07,a,316.26959,6830.67,25.8908617,9.2,2.2,6.01,37.61,
1953,17.121,357.84,50.784,152.16,a,4,a,2.18,38.41,a,337.1337429,7072.92,26.0513136,3.1,1.8,6.34,37.02,
1954,18.126,372.531,51.032,146.66,a,3.81,a,2.11,36.24,a,355.1889011,7338.34,26.5835916,1.8,1.5,6.46,35.66,
1955,19.49,385.425,51.282,138.19,a,3.96,a,2.32,34.95,a,380.0553801,7565.36,26.933231,4.5,1.2,6.73,34.52,
1956,20.956,389.004,51.533,129.03,a,3.82,a,2.33,35.1,a,406.6520482,7600.11,27.0395268,4.9,1.3,7.18,34.28,
1957,22.105,395.426,51.785,122.18,a,3.65,a,2.31,34.55,a,426.8610602,7688.63,27.007889,3.7,1.6,7.68,34.76,
1958,23.05,396.699,52.039,118.14,a,3.91,a,2.87,35.12,a,442.937028,7680.23,27.23127,3,2.2,8.07,35.03,
1959,24.348,413.664,52.294,112.44,a,3.76,a,2.97,35.21,a,465.5983478,7961.81,27.3768912,0.6,2.3,8.48,34.84,
1960,25.977,435.716,52.55,106.76,a,3.99,a,2.87,35.2,a,494.3292103,8319.64,27.7330452,1,1.7,8.54,32.88,
1961,27.413,445.87,52.807,103.06,a,4.59,a,3.09,37.6,a,519.1167838,8443.39,28.2518378,3.4,1.6,9.07,33.07,
1962,28.711,450.695,53.111,99.87,a,4.38,a,3.15,38.31,a,540.5848129,8457.09,28.6736757,4.3,2.1,10.07,35.08,
1963,30.409,470.067,53.417,98.15,a,4.23,a,3.38,38.31,a,569.2756987,8765.82,29.8464335,2,2.6,10.53,34.63,
1964,33.228,495.835,53.725,90.97,a,4.07,a,3.4,38.35,a,618.4830154,9183.66,30.2275116,3.3,1.7,11.13,33.49,
1965,35.888,506.915,54.034,84.82,a,4.06,a,3.73,39.35,a,664.1744087,9326.86,30.4402016,4.8,1.5,12.32,34.33,
1966,38.189,516.673,54.345,82.07,a,4.07,a,3.73,40.04,a,702.7141411,9455.43,31.3417123,3.9,1.6,13.88,36.35,
1967,40.281,529.418,54.658,79.41,a,4.25,a,3.73,43.43,a,736.9643968,9632.96,31.9871421,2.5,2.5,15.03,37.32,
1968,43.656,551.664,54.973,78.33,a,4.37,a,3.91,43.73,a,794.1353028,9991.38,34.1957448,4.7,2.5,16.62,38.07,
1969,47.023,563.097,55.289,72.27,a,4.33,a,3.76,42.08,a,850.4946734,10153.03,33.9835221,5.4,2.5,19.03,40.47,
1970,51.696,575.736,55.608,63.99,a,4.1,a,3.83,41.77,a,929.65041,10349.01,33.0802704,6.4,3,21.15,40.92,
1971,57.67,587.805,55.928,57.99,a,3.89,a,3.71,42.03,a,1031.147189,10510.03,33.442833,9.4,4.1,22.99,39.86,
1972,64.621,609.275,55.97,55.46,a,3.54,a,3.96,40.84,a,1154.564946,10861.1,35.8388066,7.1,4.3,24.61,38.09,
1973,74.545,653.124,56.013,49.48,a,3.67,a,4.04,40.98,a,1330.851767,11616.67,36.884866,9.2,3.7,26.34,35.33,36.5
1974,84.513,644.539,56.055,47.87,a,4.27,a,4.49,46.4,a,1507.679957,11461.32,40.4563731,16,3.7,29.74,35.18,40
1975,106.717,640.534,56.097,43.48,a,3.95,a,4.56,48.28,a,1902.365545,11392.13,46.4005516,24.2,4.5,37.87,35.48,42.25
1976,126.274,657.418,56.14,44.81,a,4.27,a,4.71,46.3,a,2249.269683,11694.5,56.5833794,16.5,5.4,47.9,37.93,42.25
1977,146.973,673.025,56.182,45.7,a,4.33,a,4.7,42.09,a,2616.015806,11977.67,67.166661,15.8,5.6,56.44,38.4,41.5
1978,169.344,694.765,56.225,46.76,a,4.26,a,4.66,42.49,a,3011.898622,12367.21,79.1852544,8.3,5.5,62.98,37.19,39.75
1979,199.22,713.38,56.267,43.61,a,4.5,a,4.6,42.75,a,3540.618835,12684.57,86.879842,13.4,5.4,69.84,35.06,33.75
1980,233.184,698.528,56.31,42.11,a,4.87,a,4.68,44.54,a,4141.076185,12400.64,98.1937824,18,6.8,85.02,36.46,34
1981,256.279,689.289,56.358,44.4,a,5.16,a,5,45.29,a,4547.340218,12230.76,113.787876,11.9,9.6,100.95,39.39,34
1982,281.024,703.711,56.465,44.55,a,5.08,a,5.05,45.56,a,4976.959178,12501.31,125.196192,8.6,10.7,119.58,42.55,34
1983,307.207,729.215,56.572,43.13,a,4.52,a,5.02,43.2,a,5430.371915,12948.63,132.4983791,4.6,11.5,129.79,42.25,34
1984,329.913,748.691,56.68,43.59,a,4.36,a,4.86,42.59,a,5820.624559,13272.55,143.8090767,5,11.8,137.96,41.82,34
1985,361.758,775.643,56.788,43.45,a,4.42,a,4.73,41.71,a,6370.324716,13715.09,157.183851,6.1,11.4,147.66,40.82,34
1986,389.149,806.765,56.896,41.81,a,4.57,a,4.85,40.76,a,6839.654809,14232.68,162.7031969,3.4,11.3,157.84,40.56,33.25
1987,428.665,843.572,57.004,39.14,a,4.11,a,4.68,38.4,a,7519.910883,14850.57,167.779481,4.2,10.4,164.64,38.41,31.75
1988,478.51,886.02,57.112,34.98,a,3.76,a,4.34,36.28,a,8378.449363,15567.15,167.382798,4.9,8.6,178.85,37.38,27.75
1989,525.274,906.236,57.221,29.3,a,3.52,a,4.22,34.25,a,9179.741703,15877.71,153.905282,7.8,7.2,196.97,37.5,27.75
1990,570.283,913.299,57.33,26.69,a,3.3,a,4.2,35.23,a,9947.374847,15956.44,152.2085327,9.5,7.1,211.2,37.03,27.75
1991,598.664,900.58,57.439,25.27,a,3.11,a,4.5,36.45,a,10422.60485,15678.89,151.2823928,5.9,8.9,221.61,37.02,27.75
1992,622.08,901.901,57.604,26.7,a,2.7,a,4.52,37.97,a,10799.25005,15662.08,166.09536,3.7,9.9,231.54,37.22,27.5
1993,654.196,921.945,57.77,30.97,a,3.25,a,5.28,39.7,a,11324.14748,15974.37,202.6045012,1.6,10.4,227.43,34.76,27.5
1994,692.987,961.407,57.936,36.05,a,3,a,5.96,39.18,a,11961.25035,16615.52,249.8218135,2.4,9.5,235.17,33.94,27.5
1995,733.266,990.751,58.103,39.55,a,3.68,a,5.64,39.42,a,12620.10567,17074.55,290.006703,3.5,8.6,255.86,34.89,27.5
1996,781.726,1019.337,58.27,41.2,a,3.85,a,5.81,38.93,a,13415.58263,17525.22,322.071112,2.4,8.1,276.62,35.39,27
1997,830.013,1054.232,58.438,41.93,a,3.8,a,5.96,37.15,a,14203.30949,18078.54,348.0244509,3.1,6.9,288.65,34.78,26.5
1998,879.152,1094.704,58.606,40.14,a,3.37,a,5.92,36.22,a,15001.05791,18720.89,352.8916128,3.4,6.2,317,36.06,26.5
1999,928.871,1134.723,58.775,37.85,a,3.15,a,6.66,35.81,a,15803.84517,19336.16,351.5776735,1.5,6,336.36,36.21,24
2000,976.282,1185.305,58.944,35.38,a,2.59,a,6.73,34.91,a,16562.87324,20128.81,345.4085716,3,5.4,359.71,36.84,23.5
2001,1021.625,1222.65,59.114,30.58,a,2.58,a,7.18,35.83,a,17282.28508,20683.27,312.412925,1.8,5.1,382.94,37.48,23.5
2002,1075.368,1255.142,59.455,29.34,a,2.08,a,7.28,36.18,a,18087.09108,21159.19,315.5129712,1.7,5.2,389.9,36.26,23.5
2003,1139.441,1299.381,59.799,30.46,a,1.86,a,7.01,36.9,a,19054.51596,21819.27,347.0737286,2.9,5,396.08,34.76,23.5
2004,1202.37,1337.782,60.145,31.84,a,1.87,a,6.8,37.85,a,19991.18796,22355.24,382.834608,3,4.8,423.31,35.21,23.5
2005,1254.292,1365.685,60.493,33.8,a,1.94,a,6.88,39.21,a,20734.49821,22672.62,423.950696,2.8,4.8,453.2,36.13,23.5
2006,1328.597,1401.29,60.843,34.85,a,1.98,a,6.76,39.4,a,21836.48078,23129.7,463.0160545,3.2,5.4,487.76,36.71,23.5
2007,1405.796,1449.861,61.194,35.57,a,2,a,6.68,39.08,a,22972.77511,23773.67,500.0416372,4.3,5.3,518.85,36.91,23.5
2008,1433.87,1433.871,61.548,36.61,a,2.14,a,6.89,40.61,a,23296.7765,23353.71,524.939807,4,5.7,549.05,38.29,22.5
2009,1393.854,1371.163,61.904,44.26,a,2.25,a,7.79,45.47,a,22516.3802,22189.98,616.9197804,-0.5,7.6,535.87,38.45,22.5
2010,1432.9,1395.312,62.262,53,a,2.14,a,8.12,46.97,a,23014.03745,22410.33,759.437,4.6,7.9,516,36.01,22.5
2011,1499,1410.903,62.649,60.39,a,3.03,a,8.13,46.31,a,23926.95813,22607.28,905.2461,5.2,8.1,555.43,37.05,22.5
2012,1546.7,1414.821,63.067,71.38,a,3.15,a,8.38,44.89,a,24524.71181,22579.19,1104.03446,3.2,8,576.63,37.28,22.5
2013,1575.7,1438.339,63.488,75.2,e,3.04,a,8.83,42.77,a,24818.86341,22796.24,1184.9264,3,7.6,593.4,37.66,22.5
2014,1641,,63.912,76.66,e,2.91,e,8.73,43.51,e,25675.9294,22946.55,1257.9906,,,619.8,37.77,22.5
2015,1720.4,,64.338,78.76,e,3.05,g,8.7,42.51,g,26740.02922,23045.11,1354.98704,,,648.1,37.67,
2016,1888,,,77,,,,,,,,,1453.76,,,675.4,37.75,
2017,1956,,,76,,,,,,,,,1486.56,,,679.1,37.8,
2018,2038,,,75,,,,,,,,,1528.5,,,,,
2019,2124,,,72,,,,,,,,,1529.28,,,,,
